product_name,product_price,Rate,Review,Summary,Sentiment
Mylab CoviSelf COVID-19 Rapid COVID-19 Rapid Antigen Kit (Home-based/self),125,1,not recommended at all,i bought 2 and in both prefilled extraction tube is empty waste of money,negative
Mylab CoviSelf COVID-19 Rapid COVID-19 Rapid Antigen Kit (Home-based/self),125,5,terrific purchase,perfect,positive
Mylab CoviSelf COVID-19 Rapid COVID-19 Rapid Antigen Kit (Home-based/self),125,1,very poor,initially app is not available in google play storefinally when we opened the kit the liquid was drained out due to improper sealingkit was not useful due to unavailability of liquid,negative
Mylab CoviSelf COVID-19 Rapid COVID-19 Rapid Antigen Kit (Home-based/self),125,5,terrific,my result is positive and this really showed true result,positive
Mylab CoviSelf COVID-19 Rapid COVID-19 Rapid Antigen Kit (Home-based/self),125,1,not recommended at all,inside the kits the liquid small container piece was broken please next time check and give me the good products i order four coviself kits but three kits was good condition and one kits was broken i am totally unhappy,negative
SONY XM-N502 Two Class AB Car Amplifier,5993,5,terrific purchase,super,positive
SONY XM-N502 Two Class AB Car Amplifier,5993,5,good amplifier,powering a rockford fosgate bass tube bass is good happy with the product it was a sealed pack with warranty card the only con i found is it is running very hot but no clipping or any other issuesmay be the heatsinks are just doing its job wellbought another one for 6x9 speakers as well it runs cool plays well too,positive
SONY XM-N502 Two Class AB Car Amplifier,5993,5,best in the market!,super,positive
SONY XM-N502 Two Class AB Car Amplifier,5993,5,awesome,nice product,positive
SONY XM-N502 Two Class AB Car Amplifier,5993,1,utterly disappointed,heating,neutral
SONY XM-N502 Two Class AB Car Amplifier,5993,4,delightful,good product,positive
SONY XM-N502 Two Class AB Car Amplifier,5993,5,best in the market!,owshnm bass good quality jbl 1200w saund best fhiling reyale owshnm thenk yousony,positive
SONY XM-N502 Two Class AB Car Amplifier,5993,5,perfect product!,nice,positive
SONY XM-N502 Two Class AB Car Amplifier,5993,5,simply awesome,good product,positive
SONY XM-N502 Two Class AB Car Amplifier,5993,5,best in the market!,iam so happy fliffcrt good qolity amplyfir sony original good service 5 star,positive
SONY XM-N502 Two Class AB Car Amplifier,5993,4,pretty good,nyz product from sony it works perfectly with pioneer 12inch sub svc,positive
SONY XM-N502 Two Class AB Car Amplifier,5993,5,classy product,good product,positive
SONY XM-N502 Two Class AB Car Amplifier,5993,4,really nice,superb,positive
SONY XM-N502 Two Class AB Car Amplifier,5993,5,highly recommended,exceptionally good product amazing with my jbl 1200 w speaker,positive
SONY XM-N502 Two Class AB Car Amplifier,5993,4,really nice,best quality,positive
SONY XM-N502 Two Class AB Car Amplifier,5993,4,really nice,cooling system works good amazing,positive
SONY XM-N502 Two Class AB Car Amplifier,5993,1,hated it!,wast of money,negative
godryft by GoMechanic Premium Speakers with Extra Bass & Superior Sound Technology S2 6'' 70W RMS 280W 2 Way Super Bass Series Coaxial Car Speaker Coaxial Car Speaker??????(280 W),988,5,excellent,good,positive
godryft by GoMechanic Premium Speakers with Extra Bass & Superior Sound Technology S2 6'' 70W RMS 280W 2 Way Super Bass Series Coaxial Car Speaker Coaxial Car Speaker??????(280 W),988,4,worth the money,good product,positive
godryft by GoMechanic Premium Speakers with Extra Bass & Superior Sound Technology S2 6'' 70W RMS 280W 2 Way Super Bass Series Coaxial Car Speaker Coaxial Car Speaker??????(280 W),988,5,highly recommended,good,positive
godryft by GoMechanic Premium Speakers with Extra Bass & Superior Sound Technology S2 6'' 70W RMS 280W 2 Way Super Bass Series Coaxial Car Speaker Coaxial Car Speaker??????(280 W),988,5,perfect product!,superb nice bass crystal clear sound on full volume,positive
godryft by GoMechanic Premium Speakers with Extra Bass & Superior Sound Technology S2 6'' 70W RMS 280W 2 Way Super Bass Series Coaxial Car Speaker Coaxial Car Speaker??????(280 W),988,2,not good,average quality medium sound quality,neutral
godryft by GoMechanic Premium Speakers with Extra Bass & Superior Sound Technology S2 6'' 70W RMS 280W 2 Way Super Bass Series Coaxial Car Speaker Coaxial Car Speaker??????(280 W),988,5,awesome,nic,positive
godryft by GoMechanic Premium Speakers with Extra Bass & Superior Sound Technology S2 6'' 70W RMS 280W 2 Way Super Bass Series Coaxial Car Speaker Coaxial Car Speaker??????(280 W),988,4,good quality product,super speakersbass booted,positive
godryft by GoMechanic Premium Speakers with Extra Bass & Superior Sound Technology S2 6'' 70W RMS 280W 2 Way Super Bass Series Coaxial Car Speaker Coaxial Car Speaker??????(280 W),988,4,good quality product,best sound,positive
godryft by GoMechanic Premium Speakers with Extra Bass & Superior Sound Technology S2 6'' 70W RMS 280W 2 Way Super Bass Series Coaxial Car Speaker Coaxial Car Speaker??????(280 W),988,5,mind-blowing purchase,nice product,positive
godryft by GoMechanic Premium Speakers with Extra Bass & Superior Sound Technology S2 6'' 70W RMS 280W 2 Way Super Bass Series Coaxial Car Speaker Coaxial Car Speaker??????(280 W),988,4,good quality product,good,positive
godryft by GoMechanic Premium Speakers with Extra Bass & Superior Sound Technology S2 6'' 70W RMS 280W 2 Way Super Bass Series Coaxial Car Speaker Coaxial Car Speaker??????(280 W),988,3,decent product,its average perfomence value of mony,positive
godryft by GoMechanic Premium Speakers with Extra Bass & Superior Sound Technology S2 6'' 70W RMS 280W 2 Way Super Bass Series Coaxial Car Speaker Coaxial Car Speaker??????(280 W),988,1,waste of money!,dis speakers not working,negative
godryft by GoMechanic Premium Speakers with Extra Bass & Superior Sound Technology S2 6'' 70W RMS 280W 2 Way Super Bass Series Coaxial Car Speaker Coaxial Car Speaker??????(280 W),988,4,really nice,best sound,positive
godryft by GoMechanic Premium Speakers with Extra Bass & Superior Sound Technology S2 6'' 70W RMS 280W 2 Way Super Bass Series Coaxial Car Speaker Coaxial Car Speaker??????(280 W),988,5,terrific purchase,superb best product,positive
godryft by GoMechanic Premium Speakers with Extra Bass & Superior Sound Technology S2 6'' 70W RMS 280W 2 Way Super Bass Series Coaxial Car Speaker Coaxial Car Speaker??????(280 W),988,5,terrific,best within price paid,positive
godryft by GoMechanic Premium Speakers with Extra Bass & Superior Sound Technology S2 6'' 70W RMS 280W 2 Way Super Bass Series Coaxial Car Speaker Coaxial Car Speaker??????(280 W),988,2,could be way better,not good,negative
godryft by GoMechanic Premium Speakers with Extra Bass & Superior Sound Technology S2 6'' 70W RMS 280W 2 Way Super Bass Series Coaxial Car Speaker Coaxial Car Speaker??????(280 W),988,5,wonderful,very nice bass nd nice voice tune,positive
godryft by GoMechanic Premium Speakers with Extra Bass & Superior Sound Technology S2 6'' 70W RMS 280W 2 Way Super Bass Series Coaxial Car Speaker Coaxial Car Speaker??????(280 W),988,5,just wow!,super bass,positive
godryft by GoMechanic Premium Speakers with Extra Bass & Superior Sound Technology S2 6'' 70W RMS 280W 2 Way Super Bass Series Coaxial Car Speaker Coaxial Car Speaker??????(280 W),988,1,terrible product,no hi sound no bass just a speaker,negative
Cola Music Bamboo Flute??????(45 cm),150,5,terrific purchase,nice,positive
Cola Music Bamboo Flute??????(45 cm),150,3,decent product,not bad,neutral
Cola Music Bamboo Flute??????(45 cm),150,5,mind-blowing purchase,super,positive
Cola Music Bamboo Flute??????(45 cm),150,5,must buy!,i like,positive
Cola Music Bamboo Flute??????(45 cm),150,1,horrible,waste product,negative
Cola Music Bamboo Flute??????(45 cm),150,1,don't waste your money,waste of many product,negative
Cola Music Bamboo Flute??????(45 cm),150,4,very good,good,positive
Cola Music Bamboo Flute??????(45 cm),150,5,classy product,amazing product,positive
Cola Music Bamboo Flute??????(45 cm),150,1,useless product,dont buy this product the very wrost product on flipkart,negative
Cola Music Bamboo Flute??????(45 cm),150,4,really nice,ok,neutral
Cola Music Bamboo Flute??????(45 cm),150,5,fabulous!,nice product,positive
SONY Mega Bass Xs-Fb162e Coaxial Car Speaker??????(260 W),2152,4,good quality product,nice,positive
SONY Mega Bass Xs-Fb162e Coaxial Car Speaker??????(260 W),2152,5,super!,good quality product,positive
SONY Mega Bass Xs-Fb162e Coaxial Car Speaker??????(260 W),2152,5,mind-blowing purchase,original product fastest delivery,positive
SONY Mega Bass Xs-Fb162e Coaxial Car Speaker??????(260 W),2152,5,perfect product!,clear sound and good project,positive
"Sound Boss Androidify 3rd Generation 9"" Inch Android (2GB/16GB) Car Stereo??????(Double Din)",7999,5,just wow!,as per price product is good,positive
"Sound Boss Androidify 3rd Generation 9"" Inch Android (2GB/16GB) Car Stereo??????(Double Din)",7999,5,mind-blowing purchase,ok,neutral
"Sound Boss Androidify 3rd Generation 9"" Inch Android (2GB/16GB) Car Stereo??????(Double Din)",7999,5,brilliant,good product nice one,positive
"Sound Boss Androidify 3rd Generation 9"" Inch Android (2GB/16GB) Car Stereo??????(Double Din)",7999,5,best in the market!,very good system awesome product working nice,positive
"Sound Boss Androidify 3rd Generation 9"" Inch Android (2GB/16GB) Car Stereo??????(Double Din)",7999,5,great product,good product excellent sound touch is great superb,positive
"Sound Boss Androidify 3rd Generation 9"" Inch Android (2GB/16GB) Car Stereo??????(Double Din)",7999,5,awesome,superb,positive
"Sound Boss Androidify 3rd Generation 9"" Inch Android (2GB/16GB) Car Stereo??????(Double Din)",7999,5,brilliant,good product,positive
"Sound Boss Androidify 3rd Generation 9"" Inch Android (2GB/16GB) Car Stereo??????(Double Din)",7999,5,brilliant,perfect fit,positive
"Sound Boss Androidify 3rd Generation 9"" Inch Android (2GB/16GB) Car Stereo??????(Double Din)",7999,5,great product,good product,positive
"Sound Boss Androidify 3rd Generation 9"" Inch Android (2GB/16GB) Car Stereo??????(Double Din)",7999,5,terrific purchase,good product excellent sound and features,positive
JXL 3way 6 inch Car Speaker 1690 Coaxial Car Speaker??????(600 W),1199,4,wonderful,not bad,neutral
JXL 3way 6 inch Car Speaker 1690 Coaxial Car Speaker??????(600 W),1199,1,useless product,not good as shown,negative
JXL 3way 6 inch Car Speaker 1690 Coaxial Car Speaker??????(600 W),1199,5,excellent,best sound quality nice product,positive
JXL 3way 6 inch Car Speaker 1690 Coaxial Car Speaker??????(600 W),1199,3,good,goode,positive
JXL 3way 6 inch Car Speaker 1690 Coaxial Car Speaker??????(600 W),1199,4,worth the money,good beats,positive
JXL 3way 6 inch Car Speaker 1690 Coaxial Car Speaker??????(600 W),1199,4,very good,good sound,positive
ENVY Combo Perfume For Men 60ML + 60ML Eau de Parfum  -  120 ml??????(For Men),361,5,terrific,very good smelli just loved it,positive
ENVY Combo Perfume For Men 60ML + 60ML Eau de Parfum  -  120 ml??????(For Men),361,4,good quality product,good fragrance long lasting,positive
ENVY Combo Perfume For Men 60ML + 60ML Eau de Parfum  -  120 ml??????(For Men),361,5,just wow!,good perfume nice i like this,positive
ENVY Combo Perfume For Men 60ML + 60ML Eau de Parfum  -  120 ml??????(For Men),361,3,nice,doesnt last long quality degraded,negative
ENVY Combo Perfume For Men 60ML + 60ML Eau de Parfum  -  120 ml??????(For Men),361,4,wonderful,good,positive
ENVY Combo Perfume For Men 60ML + 60ML Eau de Parfum  -  120 ml??????(For Men),361,5,great product,superb all time favourite must try everyone,positive
ENVY Combo Perfume For Men 60ML + 60ML Eau de Parfum  -  120 ml??????(For Men),361,4,really nice,smooth perfume,positive
ENVY Combo Perfume For Men 60ML + 60ML Eau de Parfum  -  120 ml??????(For Men),361,4,wonderful,good,positive
ENVY Combo Perfume For Men 60ML + 60ML Eau de Parfum  -  120 ml??????(For Men),361,5,worth every penny,nice,positive
ENVY Combo Perfume For Men 60ML + 60ML Eau de Parfum  -  120 ml??????(For Men),361,4,nice product,very nice,positive
ENVY Combo Perfume For Men 60ML + 60ML Eau de Parfum  -  120 ml??????(For Men),361,5,super!,this perfume really has a nice fraganance,positive
Dhawani Skating Shoe have different size and with PU LED wheel In-line Skates - Size 38 - 41 UK In-line Skates - Size 6-9 UK??????????(Blue),1599,5,super!,so good,positive
Dhawani Skating Shoe have different size and with PU LED wheel In-line Skates - Size 38 - 41 UK In-line Skates - Size 6-9 UK??????????(Blue),1599,1,terrible product,very bad product,negative
Dhawani Skating Shoe have different size and with PU LED wheel In-line Skates - Size 38 - 41 UK In-line Skates - Size 6-9 UK??????????(Blue),1599,5,simply awesome,my skates are very good,positive
Dhawani Skating Shoe have different size and with PU LED wheel In-line Skates - Size 38 - 41 UK In-line Skates - Size 6-9 UK??????????(Blue),1599,4,good choice,very good product,positive
Dhawani Skating Shoe have different size and with PU LED wheel In-line Skates - Size 38 - 41 UK In-line Skates - Size 6-9 UK??????????(Blue),1599,4,delightful,good,positive
Dhawani Skating Shoe have different size and with PU LED wheel In-line Skates - Size 38 - 41 UK In-line Skates - Size 6-9 UK??????????(Blue),1599,5,terrific,good,positive
Dhawani Skating Shoe have different size and with PU LED wheel In-line Skates - Size 38 - 41 UK In-line Skates - Size 6-9 UK??????????(Blue),1599,5,great product,good product i also liked,positive
Dhawani Skating Shoe have different size and with PU LED wheel In-line Skates - Size 38 - 41 UK In-line Skates - Size 6-9 UK??????????(Blue),1599,5,must buy!,nice sketch,positive
Dhawani Skating Shoe have different size and with PU LED wheel In-line Skates - Size 38 - 41 UK In-line Skates - Size 6-9 UK??????????(Blue),1599,5,worth every penny,totally worth it very good product,positive
DOMS Pencil Smart Kit,449,5,great product,a complete set of colours for your little one and it is a good item for gifting as well,positive
DOMS Pencil Smart Kit,449,5,just wow!,amazingggggg good quality must buy thanks filpcart,positive
DOMS Pencil Smart Kit,449,5,super!,super same as shown in the picture superb collection the kit is awsome thanku flipkart,positive
DOMS Pencil Smart Kit,449,5,classy product,wow,positive
DOMS Pencil Smart Kit,449,5,classy product,your product is really too gud i am so happy for this all things was osm and nice,positive
DOMS Pencil Smart Kit,449,5,perfect product!,very good,positive
DOMS Pencil Smart Kit,449,5,classy product,looks good,positive
DOMS Pencil Smart Kit,449,5,just wow!,nice product,positive
DOMS Pencil Smart Kit,449,5,excellent,amazing product like it,positive
WDIZE Magic Book For Kids ( 4 Book + 10 Refill + 1 Pen + 1 Grip ),275,5,highly recommended,the quality is good i really like this at this price it is a good,positive
WDIZE Magic Book For Kids ( 4 Book + 10 Refill + 1 Pen + 1 Grip ),275,5,must buy!,magic book is very good for children to learn in this children can improve their handwriting,positive
WDIZE Magic Book For Kids ( 4 Book + 10 Refill + 1 Pen + 1 Grip ),275,5,terrific purchase,nice gift for children,positive
WDIZE Magic Book For Kids ( 4 Book + 10 Refill + 1 Pen + 1 Grip ),275,5,best in the market!,worth it the magic ink works like a miracle,positive
WDIZE Magic Book For Kids ( 4 Book + 10 Refill + 1 Pen + 1 Grip ),275,5,classy product,its really awesome quality product its value for money product im satisfied with this product,positive
WDIZE Magic Book For Kids ( 4 Book + 10 Refill + 1 Pen + 1 Grip ),275,5,perfect product!,it is a perfect gift for kids i gifted this to my nephew and he is happy,positive
WDIZE Magic Book For Kids ( 4 Book + 10 Refill + 1 Pen + 1 Grip ),275,5,highly recommended,this is very good product and useful for kids i will recommend this useful product,positive
WDIZE Magic Book For Kids ( 4 Book + 10 Refill + 1 Pen + 1 Grip ),275,5,super!,my son is enjoying this magic book i am really happy to buy this item,positive
WDIZE Magic Book For Kids ( 4 Book + 10 Refill + 1 Pen + 1 Grip ),275,5,wonderful,the product is good and highly recommended for early learners,positive
WDIZE Magic Book For Kids ( 4 Book + 10 Refill + 1 Pen + 1 Grip ),275,5,brilliant,its very creative and unique concept for kids must buy,positive
WDIZE Magic Book For Kids ( 4 Book + 10 Refill + 1 Pen + 1 Grip ),275,5,super!,this product is helping my child in practicing writing and learn quickly,positive
WDIZE Magic Book For Kids ( 4 Book + 10 Refill + 1 Pen + 1 Grip ),275,5,just wow!,its very useful for the kids to learn to write and draw the dissaperaing pen is awesome,positive
"cello ColourUp Hobby Bag of Assorted Stationery|Crayons, Sketch Pens, Oil Pastel, Gel pens, Mechanical Pencils, Clay with Kids Activity Book inside",449,5,terrific,very nice product with variety of items good to gift someone quality of each individual item is very good suggest to buy it in such crisis time where kids would enjoy this,positive
"cello ColourUp Hobby Bag of Assorted Stationery|Crayons, Sketch Pens, Oil Pastel, Gel pens, Mechanical Pencils, Clay with Kids Activity Book inside",449,5,terrific,the bag is very nice and well packed i am excited to give it to my cousin my sister as rakhi gift,positive
"cello ColourUp Hobby Bag of Assorted Stationery|Crayons, Sketch Pens, Oil Pastel, Gel pens, Mechanical Pencils, Clay with Kids Activity Book inside",449,5,wonderful,very beautiful and useful liked the entire kit,positive
"cello ColourUp Hobby Bag of Assorted Stationery|Crayons, Sketch Pens, Oil Pastel, Gel pens, Mechanical Pencils, Clay with Kids Activity Book inside",449,5,awesome,that is very good product i like it,positive
"cello ColourUp Hobby Bag of Assorted Stationery|Crayons, Sketch Pens, Oil Pastel, Gel pens, Mechanical Pencils, Clay with Kids Activity Book inside",449,5,wonderful,really worthy of money best product for gifting,positive
"cello ColourUp Hobby Bag of Assorted Stationery|Crayons, Sketch Pens, Oil Pastel, Gel pens, Mechanical Pencils, Clay with Kids Activity Book inside",449,5,just wow!,the product is good worth buying,positive
"cello ColourUp Hobby Bag of Assorted Stationery|Crayons, Sketch Pens, Oil Pastel, Gel pens, Mechanical Pencils, Clay with Kids Activity Book inside",449,5,perfect product!,very good product,positive
"cello ColourUp Hobby Bag of Assorted Stationery|Crayons, Sketch Pens, Oil Pastel, Gel pens, Mechanical Pencils, Clay with Kids Activity Book inside",449,4,good choice,really its useful colorful,positive
"cello ColourUp Hobby Bag of Assorted Stationery|Crayons, Sketch Pens, Oil Pastel, Gel pens, Mechanical Pencils, Clay with Kids Activity Book inside",449,5,best in the market!,fabulous product,positive
"cello ColourUp Hobby Bag of Assorted Stationery|Crayons, Sketch Pens, Oil Pastel, Gel pens, Mechanical Pencils, Clay with Kids Activity Book inside",449,5,terrific,thank you so much flipkart,positive
"cello ColourUp Hobby Bag of Assorted Stationery|Crayons, Sketch Pens, Oil Pastel, Gel pens, Mechanical Pencils, Clay with Kids Activity Book inside",449,5,great product,very nice super very very very very very super,positive
Futurekart Ear Plugs Soft Silica Gel Noise Ear Plug??????????(Multicolor),200,4,really nice,plugs are soft and light good for use upto 2 to 3 hours after that it hurts in the ear a little noise cancellation capacity is good reduces a lot of noise but not all overall good product at its price range,positive
Futurekart Ear Plugs Soft Silica Gel Noise Ear Plug??????????(Multicolor),200,4,really nice,friends i could have given 5 rating also it is just that you cant keep this in your ears for a long time after 3 hours you might have ear itching or mild pain but thats ok material is soft and easy on ears and noise cancellation is 60 to 70 percent your concentration levels like listening to music or watching tv can be high when other external sounds are lowered the best part traffic sounds are minimal,positive
Futurekart Ear Plugs Soft Silica Gel Noise Ear Plug??????????(Multicolor),200,5,best in the market!,material is very soft and malleable so it can be adjusted to get a perfect seal blocked out almost 75 of wind noise generated by my helmet and that is very good in my opinion a set of plugs comes in a nice box which makes it convenient to carry the plugs and having 5 sets allows me to carry an extra set on my journey just in case i lose one of them,positive
Futurekart Ear Plugs Soft Silica Gel Noise Ear Plug??????????(Multicolor),200,1,worst experience ever!,i personally recommend u not to buy ear buds they will cancel the noise block the outside sound but after couple of minutes ur brain will become heavy because u blocked ur ear passage entry of oxygen u will not be able to think work efficiently this is the major draw back u can sleep wearing these they r good for sleeping but not for working,positive
Futurekart Ear Plugs Soft Silica Gel Noise Ear Plug??????????(Multicolor),200,5,best in the market!,best use for study to avoid disturbing noice,negative
Futurekart Ear Plugs Soft Silica Gel Noise Ear Plug??????????(Multicolor),200,4,really nice,good product,positive
Futurekart Ear Plugs Soft Silica Gel Noise Ear Plug??????????(Multicolor),200,1,waste of money!,not goodit reduced a little amount of noise onlyjust a waste of money,negative
Futurekart Ear Plugs Soft Silica Gel Noise Ear Plug??????????(Multicolor),200,3,fair,nice product but not worth for money,neutral
Futurekart Ear Plugs Soft Silica Gel Noise Ear Plug??????????(Multicolor),200,5,terrific,its a 2 piece sets of 5price worthy easy to useso smooth plugsi purchased this ear plugs for prevention of my ear infection that water goes to my ears when i did shower bathnow im happy,positive
Futurekart Ear Plugs Soft Silica Gel Noise Ear Plug??????????(Multicolor),200,5,brilliant,amazing,positive
Futurekart Ear Plugs Soft Silica Gel Noise Ear Plug??????????(Multicolor),200,1,worst experience ever!,most wasteful product i ever bought it cant even block very little sound it can only reduce 40 noise and it happens only when you put these plug inside your ear very tightly im not suggesting this product if you are buying by thinking it can block sound its better to use cotton instead of these if the seller is reading this than dear sir please unlist such a waste product,positive
Futurekart Ear Plugs Soft Silica Gel Noise Ear Plug??????????(Multicolor),200,5,wonderful,good product have got 5 pairs of ear plugs each having separate mini box to store it about the ears plugs surrounding noise cancellation 455quality 55comfort 45for those who gets awake bcz of small sound or noise this is perfect product,positive
Futurekart Ear Plugs Soft Silica Gel Noise Ear Plug??????????(Multicolor),200,3,nice,not much voice canceling i can here birds chirping we can reduce the intensity of high pitch voices not bad its material is good,positive
"Skylofts Soft Silicone Noise Reduction Ear Plugs for Sleeping, Meditation, Swimming adult and child, Reusable Earmuff for Travel Flights (Pack of 5) Ear Plug??????????(Multicolor)",199,1,terrible product,100 flipkart super shoping,positive
"Skylofts Soft Silicone Noise Reduction Ear Plugs for Sleeping, Meditation, Swimming adult and child, Reusable Earmuff for Travel Flights (Pack of 5) Ear Plug??????????(Multicolor)",199,5,just wow!,superb product,positive
"Skylofts Soft Silicone Noise Reduction Ear Plugs for Sleeping, Meditation, Swimming adult and child, Reusable Earmuff for Travel Flights (Pack of 5) Ear Plug??????????(Multicolor)",199,4,wonderful,product for ear buds perfect fitting for ear,positive
"Skylofts Soft Silicone Noise Reduction Ear Plugs for Sleeping, Meditation, Swimming adult and child, Reusable Earmuff for Travel Flights (Pack of 5) Ear Plug??????????(Multicolor)",199,5,terrific purchase,beautiful,positive
"Skylofts Soft Silicone Noise Reduction Ear Plugs for Sleeping, Meditation, Swimming adult and child, Reusable Earmuff for Travel Flights (Pack of 5) Ear Plug??????????(Multicolor)",199,5,super!,very economical and quality,positive
"Skylofts Soft Silicone Noise Reduction Ear Plugs for Sleeping, Meditation, Swimming adult and child, Reusable Earmuff for Travel Flights (Pack of 5) Ear Plug??????????(Multicolor)",199,4,good quality product,nice ear plug but to use for long period of time must apply little bit of oil on them,positive
"Skylofts Soft Silicone Noise Reduction Ear Plugs for Sleeping, Meditation, Swimming adult and child, Reusable Earmuff for Travel Flights (Pack of 5) Ear Plug??????????(Multicolor)",199,4,good quality product,good sound reduces 50 but water going inside the ear also starts paining after some time,negative
"Skylofts Soft Silicone Noise Reduction Ear Plugs for Sleeping, Meditation, Swimming adult and child, Reusable Earmuff for Travel Flights (Pack of 5) Ear Plug??????????(Multicolor)",199,5,awesome,awesome,positive
"Skylofts Soft Silicone Noise Reduction Ear Plugs for Sleeping, Meditation, Swimming adult and child, Reusable Earmuff for Travel Flights (Pack of 5) Ear Plug??????????(Multicolor)",199,5,mind-blowing purchase,super,positive
"Skylofts Soft Silicone Noise Reduction Ear Plugs for Sleeping, Meditation, Swimming adult and child, Reusable Earmuff for Travel Flights (Pack of 5) Ear Plug??????????(Multicolor)",199,5,terrific purchase,very useful protect,positive
"Skylofts Soft Silicone Noise Reduction Ear Plugs for Sleeping, Meditation, Swimming adult and child, Reusable Earmuff for Travel Flights (Pack of 5) Ear Plug??????????(Multicolor)",199,5,awesome,awesome product highly effective if used properly,positive
"Skylofts Soft Silicone Noise Reduction Ear Plugs for Sleeping, Meditation, Swimming adult and child, Reusable Earmuff for Travel Flights (Pack of 5) Ear Plug??????????(Multicolor)",199,1,waste of money!,waste product,negative
"Skylofts Soft Silicone Noise Reduction Ear Plugs for Sleeping, Meditation, Swimming adult and child, Reusable Earmuff for Travel Flights (Pack of 5) Ear Plug??????????(Multicolor)",199,3,good,ok,neutral
"Skylofts Soft Silicone Noise Reduction Ear Plugs for Sleeping, Meditation, Swimming adult and child, Reusable Earmuff for Travel Flights (Pack of 5) Ear Plug??????????(Multicolor)",199,4,good quality product,quality is good,positive
DALUCI Waterproof Swimming Professional Silicone Swim Earplugs for Adult Swimmers Children Diving Soft Anti-Noise Ear Plug Ear Plug??????????(Multicolor),198,3,decent product,not bad,positive
DALUCI Waterproof Swimming Professional Silicone Swim Earplugs for Adult Swimmers Children Diving Soft Anti-Noise Ear Plug Ear Plug??????????(Multicolor),198,2,moderate,not a perfect fit,negative
DALUCI Waterproof Swimming Professional Silicone Swim Earplugs for Adult Swimmers Children Diving Soft Anti-Noise Ear Plug Ear Plug??????????(Multicolor),198,1,very poor,very bad product,negative
DALUCI Waterproof Swimming Professional Silicone Swim Earplugs for Adult Swimmers Children Diving Soft Anti-Noise Ear Plug Ear Plug??????????(Multicolor),198,4,pretty good,nice product,positive
DALUCI Waterproof Swimming Professional Silicone Swim Earplugs for Adult Swimmers Children Diving Soft Anti-Noise Ear Plug Ear Plug??????????(Multicolor),198,5,terrific purchase,good products,positive
DALUCI Waterproof Swimming Professional Silicone Swim Earplugs for Adult Swimmers Children Diving Soft Anti-Noise Ear Plug Ear Plug??????????(Multicolor),198,2,slightly disappointed,quality is okay and received both of one ear,positive
DALUCI Waterproof Swimming Professional Silicone Swim Earplugs for Adult Swimmers Children Diving Soft Anti-Noise Ear Plug Ear Plug??????????(Multicolor),198,5,terrific purchase,easy to use,positive
DALUCI Waterproof Swimming Professional Silicone Swim Earplugs for Adult Swimmers Children Diving Soft Anti-Noise Ear Plug Ear Plug??????????(Multicolor),198,5,wonderful,good,positive
DALUCI Waterproof Swimming Professional Silicone Swim Earplugs for Adult Swimmers Children Diving Soft Anti-Noise Ear Plug Ear Plug??????????(Multicolor),198,2,not good,wast of money,negative
DALUCI Waterproof Swimming Professional Silicone Swim Earplugs for Adult Swimmers Children Diving Soft Anti-Noise Ear Plug Ear Plug??????????(Multicolor),198,5,fabulous!,thanks flipkart for good product,positive
DALUCI Waterproof Swimming Professional Silicone Swim Earplugs for Adult Swimmers Children Diving Soft Anti-Noise Ear Plug Ear Plug??????????(Multicolor),198,1,waste of money!,very bad product west of mony,negative
DALUCI Waterproof Swimming Professional Silicone Swim Earplugs for Adult Swimmers Children Diving Soft Anti-Noise Ear Plug Ear Plug??????????(Multicolor),198,5,just wow!,excellent quality,positive
DALUCI Waterproof Swimming Professional Silicone Earplugs Ear Plug??????????(Multicolor),199,5,fabulous!,its very useful silicon waterproof soft and comfortable earplugs it can be use at the time of swimming which prevents water to enter into the ears also can be use to prevent noise,positive
DALUCI Waterproof Swimming Professional Silicone Earplugs Ear Plug??????????(Multicolor),199,1,hated it!,one side piece was broken while received,negative
DALUCI Waterproof Swimming Professional Silicone Earplugs Ear Plug??????????(Multicolor),199,5,just wow!,i had infection in eardoctor suggested me to keep my ear dry generally used veslinecotton and wanted something different which can replace this for me this product is so good which can protect water from entering into my ears,positive
DALUCI Waterproof Swimming Professional Silicone Earplugs Ear Plug??????????(Multicolor),199,5,awesome,good packaging and fast delivery and product quality is vary good iam so happy thank you for flipkart,positive
DALUCI Waterproof Swimming Professional Silicone Earplugs Ear Plug??????????(Multicolor),199,4,really nice,good,positive
DALUCI Waterproof Swimming Professional Silicone Earplugs Ear Plug??????????(Multicolor),199,5,just wow!,this is for my kid she is so happy because she likes to sleeps,positive
DALUCI Waterproof Swimming Professional Silicone Earplugs Ear Plug??????????(Multicolor),199,1,horrible,very bad,negative
DALUCI Waterproof Swimming Professional Silicone Earplugs Ear Plug??????????(Multicolor),199,5,perfect product!,perfect fitting submitting review after 1 mont,positive
DALUCI Waterproof Swimming Professional Silicone Earplugs Ear Plug??????????(Multicolor),199,2,bad quality,it is good but doesnt fit properly,negative
DALUCI Waterproof Swimming Professional Silicone Earplugs Ear Plug??????????(Multicolor),199,4,worth the money,nice and very comfortable,positive
Solutions24x7 BEST QUALITY Swimming costume nose ear plug googles cap combo Swimming Kit,645,5,fabulous!,soo nice thanks,positive
Solutions24x7 BEST QUALITY Swimming costume nose ear plug googles cap combo Swimming Kit,645,4,pretty good,super,positive
